quantity_in_kg,state,facility_name,site_address_suburb,site_latitude,site_longitude
7167.573679,NSW,Tritton Mines,Hermidale,-31.397605,146.723397
610,NSW,Austral Bowral,Bowral,-34.484643,150.409809
7656.9,NSW,Perilya Broken Hill Operations,Broken Hill,-31.969615,141.467677
204.33,NSW,ARYZTA Liverpool,Liverpool,-33.911306,150.923361
99.43392,ACT,BLACK MOUNTAIN,Acton,-35.274838,149.11224
28.9858,QLD,Maroochydore Sewage Treatment Plant,Maroochydore,-26.651285,153.056338
32367.7427,QLD,Tuan Mill,Tuan,-25.640829,152.794504
27378,SA,Birkenhead Plant,Birkenhead,-34.832912,138.503458
5054,SA,Angaston Special Products,Angaston,-34.502222,139.030833
13818.8,QLD,Injune Cypress,Injune,-25.834124,148.564142
133.226,QLD,Industrial Galvanizers Brisbane (Carole Park Site),Carole Park,-27.61554,152.931074
626.84,QLD,Sun Metals Zinc Refinery,Stuart,-19.332434,146.889118
994.11,QLD,Townsville Port,Townsville,-19.252611,146.831813
45.28,QLD,EGR,Salisbury,-27.544444,153.0275
383.684,SA,TEYS AUSTRALIA NARACOORTE PTY LTD,Hynam,-36.93637,140.825767
1048.797,QLD,Boral Quarries Petrie,Whiteside,-27.235505,152.908394
1178.152,QLD,Boral Quarries Narangba,Narangba,-27.176592,152.883908
1215.202,QLD,Boral Quarries Ormeau,Kingsholme,-27.821889,153.219363
1310.16,QLD,Bli Bli quarry,Nambour,-26.608375,152.978593
1.01,WA,Furnace Industries,Malaga,-31.860556,115.883889
487.709,WA,Paraburdoo Compressor Station,Innawanga,-23.3398015,117.5801613
119,QLD,Knauf Plasterboard Pinkenba,Pinkenba,-27.4144194,153.137538
1419.1109,VIC,Tatura Milk Industries,Tatura,-36.440694,145.235016
3418.494,VIC,D & R Henderson Pty Ltd,Winton,-36.526866,146.040633
0,VIC,Tatura Wastewater Management Facility,Tatura,-36.475749,145.228143
1538.32,QLD,Blue Rock Quarry,Cedar Creek,-27.835928,153.187556
474.34,VIC,REID BROS TIMBER PTY LTD,Yarra Junction,-37.790769,145.621477
17392.48457,NSW,Girilambone Mine,Girilambone,-31.26079186,146.8800281
184.3161287,QLD,Allnex Resins Wacol,Wacol,-27.591945,152.928868
1073.97,WA,Kwinana Operations,Kwinana Beach,-32.210556,115.775278
88.8727,NSW,Unilever North Rocks,North Rocks,-33.775147,151.0157
22320.46,SA,Moomba Plant,Leigh Creek,-28.1124,140.205428
896.77,SA,Merrimelia Gas,Leigh Creek,-27.7699,140.126258
11035.1372,WA,Newgen Neerabup Partnership,Neerabup,-31.6716,115.8021
142.872,WA,Joondalup Health Campus,Joondalup,-31.738141,115.772629
93.2422,VIC,Prairie,Prairie,-36.299046,144.138347
18821.6433,TAS,Longford,Longford,-41.587405,147.114323
57.9616,WA,Graincorp Oilseeds Pty Ltd,Pinjarra,-32.639556,115.850143
45.88555033,QLD,Molendinar Closed Landfill,Molendinar,-27.98218056,153.3557278
30,VIC,Boral Asphalt Ballarat,Ballarat,-37.51961111,143.8499167
109.958,VIC,La Ionica,Thomastown,-37.691076,144.998192
5776.9548,TAS,Port of Burnie,Burnie,-41.05388404,145.9079184
1049.4631,QLD,Yatala Brewery,Yatala,-27.755433,153.234616
227.93,NSW,Enviroguard Erskine Park Landfill,Erskine Park,-33.818542,150.781343
2013.26,NSW,Boral Talbragar Quarry,Dubbo,-32.186267,148.628447
721.22,NSW,Boral Recycling Widemere,Wetherill Park,-33.832556,150.912623
120.98,TAS,Nook Quarry,Nook,-41.31,146.33
214.418,VIC,Koonwarra Landfill (New),Leongatha South,-38.561897,145.923167
1066.3049,QLD,Inland Oil Exploration PL 98 Joint Venture,Windorah,-25.5430556,141.6313889
280.738,NSW,Daniels Health,Silverwater,-33.836667,151.046428
21600,QLD,Rochedale,Rochedale,-27.5556,153.115
643,WA,Fremantle Terminal,North Fremantle,-32.047417,115.739604
3451,QLD,Windibri CPP,Condamine,-26.876817,150.319199
215.1689636,WA,Wesfeeds Pty Ltd,Bentley,-31.998333,115.925833
57653.235,NSW,United Collieries,Warkworth,-32.547889,150.992694
416.189,WA,Dunsborough Waste Facility,Naturaliste,-33.618032,115.05548
86.4615,VIC,Echuca Regional Health,Echuca,-36.137269,144.748863
5375.88,NSW,Lynwood Quarry,Lynwood,-34.718512,149.981917
1232.426,QLD,Boral Quarries Dundowran,Dundowran,-25.2932,152.753
1772.1406,WA,Malt Perth,Forrestfield,-31.969722,115.986944
97.92,TAS,Skretting Australia,Cambridge,-42.831572,147.451339
70.8,VIC,Amcor Flexibles Asia Pacific - Oakleigh,Oakleigh,-37.904393,145.096025
1603.16,VIC,HASTINGS,Hastings,-38.283716,145.206197
413.971,VIC,SUNSHINE WEST SITE,Sunshine West,-37.815615,144.810454
33.12,QLD,Production St Smallgoods Wacol,Wacol,-27.589916,152.931373
151.95,SA,Compressor Station 3,Copley,-30.349472,139.654275
142.31,SA,Compressor Station 6,Coglin,-32.823402,138.91139
97.63,SA,Whyte Yarcowie Compressor Station,Whyte Yarcowie,-33.234704,138.809569
318.03,WA,Naval Base Plant,Naval Base,-32.204847,115.778125
29.6,WA,"GGT, Murrin Murrin Delivery/Meter Station",Laverton,-28.768631,121.897788
907.32,QLD,Roma Power Station,Roma,-26.577395,148.840011
193.449,WA,Hollywood Private Hospital,Nedlands,-31.969,115.81
896.416,VIC,Abbotsford Brewery,Abbotsford,-37.808641,145.000973
939.578,WA,Three Springs Talc Operations,Three Springs,-29.507222,115.858056
174393.1994,QLD,Farleigh Sugar Mill,Farleigh,-21.100117,149.102481
188.16,WA,Crawley Campus,Crawley,-31.980769,115.817034
399.02,WA,Albany Quarry,Albany,-34.945777,117.849595
405.5,WA,Esperance Quarry,Coramup Hill,-33.768997,121.91853
144.9287,VIC,Box Hill,Box Hill,-37.811775,145.137029
558.2,NSW,Thomas Foods International Tamworth,Tamworth,-31.072203,150.853292
36.7941,VIC,IXOM Deer Park,Deer Park,-37.778018,144.775687
980.06208,NSW,LMS Albury Renewable Energy Facility,Hamilton Valley,-36.029825,146.897619
205.000646,WA,South Cardup Renewable Energy Facility,Whitby,-32.26638,116.0138
435.648,NSW,Boral Macksville Quarry,Macksville,-30.746943,152.9208
2733.4736,QLD,Doomadgee,Doomadgee,-17.940744,138.825736
2661.472,QLD,Gununa,Gununa,-16.666389,139.176667
2215.7328,QLD,Kowanyama,Kowanyama,-15.4825,141.741944
476.776,WA,GGP. Turee Creek Compressor Station,Newman,-23.5294,119.0497
72.9078,VIC,Castlemaine Health,Castlemaine,-37.053433,144.213627
80.611,NSW,North Shore Private Hospital,St Leonards,-33.82081,151.189811
13.474,WA,Orica Pippingarra Plant,Port Hedland,-20.415,118.692
76.079,NSW,BOC Gases Port Kembla,Cringila,-34.463789,150.868571
40914,QLD,Curtis Island LNG Plant,Curtis Island,-23.76936,151.19882
1456.8,QLD,WIGGINS ISLAND COAL EXPORT TERMINAL PTY LTD,Callemondah,-23.834868,151.203179
151.02,NSW,Valla Quarry,Valla,-30.596622,152.945695
9340,SA,Austral Bricks,Golden Grove,-34.791423,138.730597
525.79,QLD,Humes Ipswich,Swanbank,-27.636606,152.812231
109.589,VIC,Casey Hospital,Berwick,-38.0423342,145.3460756
249.467,VIC,MITCHELL LANDFILL,Seymour,-37.019271,145.078861
633.59,TAS,SAPUTO DAIRY AUSTRALIA - Smithton,Smithton,-40.862114,145.14031
763.84698,VIC,Melbourne Airport,Melbourne Airport,-37.673355,144.843397
4417.751091,QLD,Osborne Operations,Cloncurry,-22.09365,140.58489
80.2,NSW,SAPUTO DAIRY AUSTRALIA - Erskine Park,Erskine Park,-33.81964,150.776315
19.73,NSW,Alexandria Asphalt Plant,Alexandria,-33.915866,151.186407
2013.97,WA,Norseman Gold Mine Powerstation,Norseman,-32.196183,121.794281
95.0765,VIC,Springvale Site,Springvale,-37.933155,145.147622
206.086,NSW,Prysmian Australia Liverpool,Liverpool,-33.926643,150.928931
4844.4,QLD,Hanson Wolffdene Quarry,Wolffdene,-27.783726,153.199386
819.8,WA,Hanson Byford Quarry,Whitby,-32.266944,116.021389
1899.27152,VIC,KOROIT SITE,Koroit,-38.293628,142.37228
120.46,VIC,Citywide North Melbourne Asphalt plant,North Melbourne,-37.79928,144.9391
37340.67,QLD,Curtis Island GLNG Plant,Curtis Island,-23.781719,151.213195
134.8,NSW,Riverstone Sewage Treatment Plant,Vineyard,-33.654393,150.84751
961.2,NSW,Bondi Sewage Treatment Plant,Bondi,-33.885688,151.284456
376.4741954,QLD,Visy Board Yatala,Yatala,-27.723766,153.2526986
153.4,WA,St John of God Hospital Subicao,Subiaco,-31.941111,115.827222
76552.06,SA,BHP Olympic Dam,Roxby Downs,-30.439167,136.871944
10.65,NSW,Woodburn Quarry (Buntings Pit),Woodburn,-29.10633,153.350915
2714.4,NSW,Maxwell Underground Coal Mine Project,Muswellbrook,-32.3544722,150.920556
76600,WA,Prelude FLNG,Broome,-13.783333,123.316667
312,QLD,Mobile Asphalt Plant T300,Caboolture,-27.041,152.98138
63.87906343,TAS,Glenorchy Waste Disposal Facility,Glenorchy,-42.84160112,147.2543145
0.105,VIC,Mt Martha Water Recycling Plant,Mount Martha,-38.267932,145.063708
133.004,QLD,Greenslopes Private Hospital,Greenslopes,-27.512798,153.046323
4943.71,WA,Worsley Alumina Port,Bunbury,-33.320739,115.667217
103.24,VIC,TOLLMAN PTY LTD,Laverton North,-37.83765,144.784123
185.471,SA,Coopers Cogeneration,Regency Park,-34.872662,138.5726
114.304,VIC,Sale Linen Service,Sale,-38.112659,147.078844
128.7,SA,BERRI ESTATES LTD,Glossop,-34.281018,140.543826
125.367516,QLD,Suntown,Arundel,-27.92293889,153.3702778
55.62,VIC,Warrnambool asphalt plant,Warrnambool,-38.3750084,142.4617247
16,NSW,Ausperl Padstow,Padstow,-33.936823,151.0338
494904.8,WA,Roy Hill Mine,Newman,-22.446389,119.933333
1668.5,WA,Roy Hill Port (Boodarie),Boodarie,-20.343908,118.532437
13860.57441,WA,Boonanarring Operations,Boonanarring,-31.19,115.813
572.27823,VIC,Campbell Soup,Lemnos,-36.340537,145.463506
12291.749,NSW,Glencore Coal - Glendell (Open Cut) Mine,Ravensworth Via Singleton,-32.398889,151.065833
72544.682,NSW,Glencore Coal - Mt Owen and Ravensworth East (Open Cut) Mine,Ravensworth,-32.393157,151.090601
82.42,NSW,Boral Asphalt Enfield,Greenacre,-33.894976,151.067299
429.332544,NSW,LMS Whytes Gully,Kembla Range,-34.463578,150.800669
167.2908,SA,Seven Point Pork,Port Wakefield,-34.141816,138.182631
1477.27,NSW,Eastern Creek Asphalt Plant,Eastern Creek,-33.79753,150.819416
3115.17,WA,Red October Mine Site,Via Leonora,-29.21652,122.415518
431.456,WA,Ferogalv,Kewdale,-31.99,115.980278
62.79300487,VIC,Ensign Garments,Northcote,-37.762365,144.987897
291.4234238,QLD,Stuart,Stuart,-19.33945,146.8680556
132.688,QLD,Polyfoam Brisbane Pty Ltd,Darra,-27.578595,152.9522
106190,QLD,Mossman Mill,Mossman,-16.457857,145.378456
106776.01,WA,Brockman 4 Mine,Tom Price,-22.58231516,117.216158
1236.25,QLD,Goomeri Quarry,Goomeri,-26.25134,152.06591
32038.38,WA,Dampier Port,Dampier,-20.675,116.695
2352.73,WA,Dampier Railyard,Gap Ridge,-20.736389,116.76
13547.532,NT,Darwin Liquefied Natural Gas Plant,Wickham,-12.522068,130.865867
34618,NSW,Tarrawonga Coal Mine,Boggabri,-30.63594304,150.1631611
105.5048,QLD,Nolan Meats Gympie,Gympie,-26.19915,152.6989
3064.49,WA,Welshpool Resource Recovery Park,Welshpool,-31.9885619,115.9620332
222.683,VIC,Greenham Gippsland,Moe,-38.14411,146.26179
121478,NSW,Hunter Valley Operations,Lemington Via Singleton,-32.469337,150.986219
357.68,QLD,Brendale,Brendale,-27.327576,152.979127
422.765,VIC,Wollert Compressor Station,Wollert,-37.578713,144.994344
104.42,VIC,Lara,Lara,-38.0254401,144.4359879
163.099,WA,King Edward Memorial Hospital,Subiaco,-31.949444,115.818611
51.92,QLD,Townsville Bitumen Terminal,South Townsville,-19.256104,146.836534
258.4,QLD,Bulwer Bitumen Terminal,Pinkenba,-27.406206,153.138705
51613.52,WA,Paraburdoo Mine,Innawanga,-23.234444,117.585556
5734.2,WA,Iluka - Yoganup Extended,The Plains,-33.584167,115.665
175.2,VIC,Princes Linen Services,Altona North,-37.832909,144.821682
81.2,VIC,Princes Laundry Services Preston,Preston,-37.753604,145.02385
3209.384,QLD,Logan City Council - Browns Plains Waste & Recycling Facility,Heritage Park,-27.671484,153.070027
226.92,ACT,West Belconnen Flare,West Belconnen,-35.213953,148.987054
205.28,VIC,The Laminex Group,Cheltenham,-37.956661,145.041183
23.15,VIC,CLEANAWAY DANIELS PTY LTD,Laverton North,-37.827799,144.791624
11146,WA,Port Operations - Nelson Point & Finucane Island,Port Hedland,-20.321389,118.591389
53463,WA,Marillana Creek - Yandi,Newman,-22.728889,119.083611
188670,QLD,Goonyella Riverside and Broadmeadow Mine,Moranbah,-21.762662,147.955906
9087,WA,Leinster Nickel Operation,Leinster,-27.816389,120.700556
685,QLD,Kincora Terminal,Ballaroo,-27.02729,148.815
634.12,WA,Midland Brick Middle Swan,Middle Swan,-31.871667,116.007778
32000,TAS,Bell Bay Aluminium,George Town,-41.126602,146.870285
1844.66,VIC,FRASER ROAD LANDFILL,Clayton South,-37.947812,145.124767
4713.72,VIC,Melbourne Regional Landfill,Truganina,-37.779853,144.730217
80.0928,VIC,Kingfield Galvanizing Somerton,Somerton,-37.629366,144.953541
1011.84,VIC,Dennington,Dennington,-38.35415,142.43803
21.7404,NSW,CSIRO North Ryde Life Sciences Centre,North Ryde,-33.796527,151.141764
31020,WA,Savannah,Halls Creek,-17.362222,128.034167
249.93,WA,Mungarra Gas Turbine Station,West Casuarinas,-28.888889,115.117778
104.8746,NSW,LGI Grafton Flare,Elland,-29.766108,152.921735
173.2388,NSW,LGI Hawkesbury Flare,South Windsor,-33.633819,150.77404
90.5424,QLD,Sanofi Consumer Healthcare,Virginia,-27.37971,153.0616824
188.374,VIC,ContiTech Australia,Bayswater,-37.841346,145.27379
358.8224,VIC,Midfield Protein Solutions,Warrnambool,-38.37596,142.46133
82.5445,VIC,Little World Beverages - Geelong,Geelong South,-38.165806,144.360944
2857.088,NSW,Snack Brands Australia Smithfield,Smithfield,-33.842048,150.939573
28542,QLD,The Laminex Group - Gympie Site,Gympie,-26.013521,152.803639
0,QLD,Skyville Quarry,Moranbah,-22.18238611,147.9639833
60160,QLD,Tarong North PS,Nanango,-26.777175,151.914336
1710823,QLD,Tarong Power Station,Nanango,-26.78648,151.914128
268415,VIC,Loy Yang B Power Station,Traralgon,-38.256115,146.574948
7929.568,WA,Davyhurst Gold Project,Ora Banda,-30.03638,120.67083
383.4009,QLD,Bulwer Island,Pinkenba,-27.413036,153.141235
246.795,WA,Karratha Temporary Generation Project,Karratha,-20.762828,116.836242
11605.13,QLD,George Fisher Mine,Mount Isa,-20.56752,139.476718
4960,NSW,Tomingley Gold,Tomingley,-32.58009,148.20943
18752.49,WA,Scotia Mining Centre,Norseman,-32.4675,121.7819444
11797.83,QLD,Broadmeadow East Mine,Nebo,-21.818385,148.15273
2742.298,WA,Long-Victor/Otter-Juan/Coronet Mine,Feysville,-31.16667,121.6833
43100,QLD,Gregory Crinium Mine,Emerald,-23.208889,148.319444
1370.433,WA,Ravensthorpe Nickel Project Tamarine Quarry,Jerdacuttup,-33.804,120.287
33756.69,WA,Nova Nickel Project,Norseman,-31.83061,123.207262
7394.82,WA,Kalgoorlie Power Station,Feysville,-30.868611,121.498889
1984.21,NT,KINTORE POWER STATION,Kintore,-23.272598,129.387687
2330.89,NT,Daly Waters Power Station,Daly Waters,-16.26932,133.37559
43378.86,WA,Murrin Murrin Nickel Cobalt Project,Laverton,-28.767778,121.896111
4106.402,WA,Murrin Murrin East Nickel Mine,Leonora,-29.069149,122.165292
2958.464,WA,Murrin Murrin Calcrete Operations,Laverton,-28.767778,121.896111
46139.75,WA,Pluto Onshore Gas Treatment Plant,Burrup,-20.605884,116.770727
10.9,VIC,Springvale,Springvale,-37.976285,145.139707
946.64,WA,Compressor Station 5,Yalardy,-26.084722,115.225833
36.55,WA,Worsley and SW Cogen Meter Station,Worsley,-33.242778,116.071111
19485.84212,SA,Carrapateena,Pernatty,-31.256154,137.503392
18752.09,WA,Tuckabianna Operations,Cue,-27.452706,118.146136
658.1129,WA,Day Dawn Mining Operations,Via Cue,-27.468056,117.803611
35.50137,QLD,Wallumbilla LPG Plant,Wallumbilla,-26.694526,149.187986
1839.399,QLD,Silver Springs Gasfield,Surat,-27.598167,149.115839
101237.73,WA,Garden Well & Rosemont Gold Mines,Bandya,-27.902778,122.358056
25562,VIC,Paper Australia Maryvale Mill,Morwell,-38.179045,146.462361
26701.0823,SA,Prominent Hill Operations,Coober Pedy,-29.730431,135.564668
1089.5,VIC,Hanson Axedale Quarry,Axedale,-36.793304,144.518748
4673.4,VIC,Werribee Quarry,Mambourin,-37.904023,144.5296959
899.381,SA,MBL By Products,Wingfield,-34.847852,138.576173
34614.571,WA,Gruyere Gold Mine,Laverton,-27.97989,123.858714
88.7,NSW,Surf Beach Waste Depot,Surf Beach,-35.771802,150.208791
233.564,NT,Elliott Community Power Station,Elliott,-17.550347,133.539172
711.458,NT,Nauiyu Nambiyu (Daly River) Community Power Station,Daly River,-13.720144,130.704694
2296.43,NT,Borroloola Community Power Station,Borroloola,-16.054188,136.308258
71407.4642,QLD,Glencore Coal Rolleston Open Cut Mine,Rolleston,-24.442938,148.414665
2480,SA,Hanson Oilfield,Port Augusta,-27.808889,139.348708
1002.654001,QLD,Atlas Gas Field,Wandoan,-26.217388,149.785675
56390,QLD,Moranbah North,Moranbah,-21.884558,147.964253
31.9764,WA,Bridgetown Waste Management Site,Bridgetown,-33.941566,116.161076
1720,QLD,Roma North Compressor Station (formerly Eos),Mooga,-26.321772,149.050602
50.4,NSW,EDL Lucas Heights 1,Menai,-34.02957,151.000549
122,VIC,Clayton,Clayton South,-37.95072,145.118729
282,WA,Fitzroy,Fitzroy Crossing,-18.195833,125.5594444
66.2,QLD,Oaky Creek,Tieri,-23.035891,148.345262
119,QLD,Grosvenor,Moranbah,-21.977653,148.007139
824,VIC,Yabba Quarry,Yabba North,-36.20346,145.74445
6853.703,NSW,Ulan Coal Mine,Ulan,-32.239094,149.746968
101,QLD,Darling Downs Power Station meter station,Kogan,-27.116561,150.891714
3440,VIC,Longford Compressor Station,Longford,-38.203136,147.15912
3981.166,WA,Paddington Operations,Kalgoorlie,-30.489444,121.348889
2919.01,WA,Ora Banda (Enterprise) Operations,Ora Banda,-30.3708,121.088356
35755.99949,SA,AGL Torrens Island Power Station,Torrens Island,-34.806875,138.523302
23.546872,NSW,Newcastle Gas Storage Facility,Tomago,-32.812492,151.72944
129.6134,WA,Doral Rockingham Operations,Rockingham,-32.263056,115.761667
42292.64,WA,Woodie Woodie,Telfer,-21.630833,121.241389
469,VIC,Iona Gas,Port Campbell,-38.57258,143.040547
16871.42,NT,Montara Field,Darwin,-12.676434,124.543847
2325.295,WA,Wonnerup Operations,Yalyalup,-33.658916,115.4258972
1378.9465,WA,Barrow Island Operations,Barrow Island,-20.821389,115.393056
1265.71,QLD,Partnership t/a Origin Energy Mt Stuart,Stuart,-19.337898,146.850287
335.3,QLD,Opal Fibre Packaging,Rocklea,-27.563692,153.00524
42336.82115,QLD,Millaquin Mill,Bundaberg,-24.856837,152.365961
1922,SA,Montacute Quarry,Montacute,-34.8775,138.744722
19,VIC,AIRSTEP AUSTRALIA PTY LTD,Dandenong,-38.00193,145.224475
244.1,VIC,Visy Beverage,Clayton,-37.938989,145.11789
408,VIC,Altona Terminal,Altona,-37.851443,144.847354
1865.76687,VIC,Laverton,Laverton North,-37.822893,144.814102
6150.563,VIC,Esso - Long Island Point,Hastings,-38.301907,145.217185
58.5204,VIC,The Royal Victorian Eye & Ear Hospital,East Melbourne,-37.808684,144.976947
180.285,VIC,COSGROVE LANDFILL,Pine Lodge,-36.337767,145.605063
1111.728,VIC,Boral Quarry Montrose,Montrose,-37.816876,145.326618
0,VIC,ABMT Textiles,Melton,-37.705173,144.5996213
93.114,VIC,Mc Kellar Centre,Geelong North,-38.124843,144.337447
98.1936,VIC,Geelong Processing,Breakwater,-38.173498,144.376322
46042.28,TAS,Ecka Granules,George Town,-41.119,146.872
414.5916,VIC,Dandenong Hospital Cogeneration Plant,Dandenong,-37.975698,145.218276
176.5,VIC,Melbourne Facility,West Melbourne,-37.813796,144.908652
12338.59,NSW,CSA Mine,Cobar,-31.441358,145.778409
741.9785,NSW,CSR Hebel Somersby,Somersby,-33.417765,151.29083
4466,NSW,Kulnura Quarry,Kulnura,-33.266218,151.217006
1014.09,NSW,A J Bush and Sons Riverstone,Riverstone,-33.66814,150.900607
11716.7,NSW,Wingham Beef Exports Pty Ltd,Wingham,-31.873155,152.362585
63.0815,SA,Adelaide Galvanising Industries Pty Ltd,Cavan,-34.826132,138.596618
14740,NSW,Vales Point Power Station,Mannering Park,-33.160977,151.543337
597.9,NSW,Molong Quarry,Molong,-32.946224,148.962851
365.666,NSW,PGH Bricks and Pavers Cecil Park,Cecil Park,-33.869624,150.833517
115.55,WA,Hazelmere Asphalt Plant,Hazelmere,-31.921406,116.005368
8300,VIC,Wollert Plant,Wollert,-37.583912,144.97281
784.9935,QLD,Teys Australia Condamine Feedlot,Condamine,-26.897,149.855
2112,SA,Littlehampton Brick Company,Littlehampton,-35.053511,138.857532
10709.0947,QLD,Eidsvold Sleeper Mill and Landscaping Timbers Pty Ltd,Eidsvold,-25.396979,151.120079
6.8097,QLD,Strathane,Ellangown,-27.917725,151.593963
1209,SA,Klein Point Mine,Wool Bay,-34.96409,137.770015
116.74,QLD,Wondai Green Mill,Wondai,-26.317327,151.878196
1091.42,QLD,CSR Gyprock-Coopers Plains,Coopers Plains,-27.567341,153.030316
78503.48,SA,Tarpeena Mill,Tarpeena,-37.612778,140.8
5486.68,SA,Visy Glass - Adelaide,West Croydon,-34.88943333,138.5509639
463.462016,QLD,Virginia,Virginia,-27.372222,153.060833
306.988,WA,Yaraloola Compressor Station,Mardie,-21.45512922,115.9612247
72.8492,WA,Meneghello Galvanising Pty Ltd,Landsdale,-31.803275,115.843038
70.9,NSW,MAURI anz Camellia,Camellia,-33.820974,151.03435
1067.13,WA,Turner River Quarry,Pippingarra,-20.5,118.666667
1687.784018,VIC,Geelong Plant,North Geelong,-38.109617,144.363117
99.36,SA,VALLS STYRENE PACKAGING CO PTY LTD,Berri,-34.27656329,140.5785227
170.7752,VIC,Boronia,Boronia,-37.84019,145.296433
147.7652438,WA,Visy Board O'Connor,O'Connor,-32.060833,115.799444
2568.292,VIC,Dunnstown Quarry,Dunnstown,-37.601889,143.969266
235.7774433,VIC,NISSAN CASTING AUSTRALIA PTY LTD,Dandenong,-38.021,145.2143694
10850,VIC,Australian Tartaric Products,Colignan,-34.54882,142.33104
136.714,VIC,Western Hospital - Footscray,Footscray,-37.794373,144.888938
1.55,QLD,Bradford Insulation,Brendale,-27.326559,152.972989
69606,QLD,Moorvale Coal Mine,Via Nebo,-21.9853,148.357185
355.129,QLD,Eumundi Landfill,Doonan,-26.437544,153.026096
979.47,SA,Della Gas,Leigh Creek,-28.101008,140.637367
599.32,SA,NAWMA,Uleybury,-34.67478056,138.7284306
237.8798,WA,Harvey Fresh Milk,Harvey,-33.061531,115.894603
1.338,VIC,DE Shepparton Generator,Shepparton North,-36.323438,145.374115
422.287,NSW,Boral Hall Quarry,Hall,-35.090547,149.026754
4895.347987,NSW,James Hardie Rosehill,Rosehill,-33.826,151.03
527.529,NSW,Boral Culcairn Quarry,Culcairn,-35.722269,146.973458
24257.881,WA,Kemerton Power Station,Wellesley,-33.163333,115.780556
623.77,NSW,Narrabri CSG Project,Narrabri,-30.384,149.376
170.1321,WA,Stanley Road Waste Management Facility,Australind,-33.24,115.745
152.7695,QLD,Narangba,Narangba,-27.197068,153.007062
231.164,SA,Salisbury Quarry,Gould Creek,-34.74093,138.702506
70.47820244,NSW,Speedibake Ermington,Ermington,-33.814901,151.067157
74.9,NSW,Weston Animal Nutrition Enfield,Enfield,-33.886995,151.070074
121.49,SA,Compressor Station 4,Copley,-31.177287,139.378593
10891.19,WA,Randalls Gold Operations,Emu Flat,-31.105,122.034
1090.98,VIC,Cobden,Cobden,-38.333252,143.072247
81.0968,SA,BD&D Milk PTY LTD (Salisbury),Salisbury South,-34.781431,138.636684
5619.91,QLD,Cook,Bulloo Shire,-26.7,141.289
202.2942,VIC,LATROBE REGIONAL HOSPITAL,Traralgon,-38.218545,146.47134
1561.84,VIC,Jeeralang quarry,Hazelwood North,-38.317185,146.481648
986.1,NSW,Riverina Oils and Bio Energy,Wagga Wagga,-35.046406,147.430124
1222.0808,SA,ARDROSSAN DOLOMITE OPERATIONS,Ardrossan,-34.446603,137.895805
793.55136,NSW,LMS Awaba Renewable Energy Facility,Awaba,-33.024167,151.549722
2699.796096,NSW,LMS Summer Hill Renewable Energy Facility,Wallsend,-32.887854,151.65221
73.30210801,TAS,Remount Renewable Energy Facility,Mowbray,-41.403555,147.149642
342.7648051,QLD,Stapylton Renewable Energy Facility,Stapylton,-27.734626,153.244525
3776.256,QLD,Palm Island,Palm Island,-18.723056,146.585556
10873.4992,QLD,Thursday Island,Thursday Island,-10.58425,142.21697
5346,WA,"Kleenheat Gas, Kwinana Production Facility",Kwinana,-32.220326,115.7798
5849,QLD,Kenya CPP,Via Tara,-26.947533,150.457455
203,NSW,100% Bottling Company Pty Ltd,Rutherford,-32.714659,151.500647
3770.551988,WA,Fletcher International WA,Narrikup,-34.835278,117.791944
1510.6668,SA,Dry Creek Gas Power Station,Dry Creek,-34.847531,138.581747
855.72,QLD,SUNSTATE CEMENT LTD,Wynnum,-27.388,153.163
1483,NSW,Coraki Quarry,Coraki,-28.976412,153.264983
51.282,NSW,Ensign Services,Punchbowl,-33.935779,151.055593
41101.06458,QLD,RTA Yarwun Pty Ltd,Gladstone,-23.827222,151.154167
6411,VIC,Warrnambool Cheese & Butter Factory,Allansford,-38.392322,142.627197
438.962,QLD,Bunya Waste Management Facility,Bunya,-27.379931,152.942621
1013.687,QLD,Caboolture Waste Management Facility,Caboolture,-27.072118,152.986397
27746,VIC,Infrabuild Steel,Laverton North,-37.829631,144.788908
35506.26,QLD,Renewable Power Australia Ltd,Woongoolba,-27.734286,153.3273
9295.829,SA,BORG MANUFACTURING PANELS - LAKESIDE,Mount Gambier,-37.815278,140.747778
7637.32,SA,BORG PANELS - WHITE AVE,Mount Gambier,-37.82504167,140.7607694
36302.833,SA,OneFortyOne Wood Products - Jubilee Hwy Sawmill,Mount Gambier,-37.840358,140.808177
191.424,NSW,Coprice Leeton Feed Mill,Leeton,-34.555,146.395
455.2,VIC,Bega Foods International-Port Melbourne,Port Melbourne,-37.826687,144.924195
2139.2,VIC,SEI Qenos Cogeneration,Altona,-37.848833,144.811306
233.693127,NSW,Allnex Resins Botany,Botany,-33.951652,151.209883
977.3451022,NSW,Sanitarium The Health Food Company - Berkeley Vale,Berkeley Vale,-33.328322,151.411003
1186.203,QLD,Oxenford Quarries,Upper Coomera,-27.907301,153.29191
1409.99,NSW,Port of Newcastle,Carrington,-32.911413,151.767582
756.67,TAS,Impact Fertilisers,Derwent Park,-42.830916,147.311143
156.7317744,VIC,Guala Closures Australia,West Footscray,-37.79624712,144.857207
59.8733,QLD,Turosi Eagle Farm,Eagle Farm,-27.4104825,153.0956404
2374.11636,QLD,Ti Tree,Willowbank,-27.691686,152.662273
240,SA,Victor Harbor Quarry,Victor Harbor,-35.548056,138.591389
